height,bip158_bytes
711985,35988
711986,34578
711987,32762
711988,38726
711989,38545
711990,36764
711991,38071
711992,35275
711993,41381
711994,36971
711995,37882
711996,42587
711997,35855
711998,26542
711999,39642
712000,35127
712001,35227
712002,34186
712003,32243
712004,37725
712005,34594
712006,28376
712007,33184
712008,29495
712009,34749
712010,32490
712011,40468
712012,39663
712013,37480
712014,35693
712015,35569
712016,38
712017,30439
712018,33062
712019,29449
712020,28299
712021,36289
712022,32653
712023,33309
712024,39759
712025,30923
712026,45052
712027,44064
712028,30845
712029,28050
712030,38677
712031,14666
712032,32935
712033,40257
712034,24964
712035,27337
712036,33773
712037,25810
712038,28304
712039,37436
712040,33868
712041,24916
712042,25786
712043,31328
712044,30696
712045,25207
712046,32125
712047,16433
712048,14213
712049,30723
712050,15767
712051,12950
712052,22528
712053,26798
712054,32899
712055,22495
712056,14926
712057,17020
712058,20706
712059,26424
712060,28926
712061,24060
712062,16417
712063,18316
712064,13377
712065,16496
712066,16180
712067,11265
712068,24371
712069,19952
712070,13650
712071,12183
712072,25711
712073,35199
712074,36116
712075,33007
712076,29208
712077,16501
712078,19166
712079,13895
712080,18404
712081,16251
712082,19390
712083,37221
712084,35420
712085,21431
712086,15545
712087,26548
712088,34879
712089,32052
712090,19040
712091,37878
712092,29656
712093,34249
712094,29640
712095,35100
712096,33480
712097,32941
712098,29164
712099,15185
712100,31660
712101,33852
712102,34133
712103,32552
712104,37735
712105,33950
712106,37690
712107,34424
712108,37548
712109,30325
712110,32117
712111,35502
712112,50973
712113,39961
712114,30972
712115,29576
712116,33164
712117,25331
712118,23227
712119,37661
712120,25334
712121,37268
712122,31422
712123,38456
712124,40115
712125,32077
712126,39564
712127,39521
712128,34038
712129,31313
712130,33117
712131,26531
712132,29821
712133,20724
712134,28171
712135,41323
712136,34048
712137,36783
712138,42385
712139,38589
712140,33200
712141,31266
712142,22939
712143,33497
712144,32813
712145,23061
712146,40070
712147,34272
712148,34478
712149,34158
712150,35986
712151,36125
712152,22246
712153,32732
712154,19346
712155,28031
712156,25782
712157,24560
712158,15564
712159,19040
712160,29140
712161,21544
712162,44614
712163,38694
712164,34855
712165,38863
712166,12951
712167,12314
712168,18931
712169,12566
712170,22612
712171,24257
712172,16248
712173,13324
712174,26655
712175,20647
712176,16113
712177,37174
712178,15619
712179,13927
712180,16963
712181,37385
712182,27424
712183,12556
712184,18671
712185,15970
712186,26906
712187,37483
712188,38
712189,43008
712190,31131
712191,28830
712192,27625
712193,25921
712194,28302
712195,32583
712196,30304
712197,36813
712198,25610
712199,20819
712200,27600
712201,27356
712202,29253
712203,35725
712204,36624
712205,35007
712206,36266
712207,32035
712208,25914
712209,33044
712210,29769
712211,25493
712212,27558
712213,28701
712214,31131
712215,37343
712216,25346
712217,35650
712218,25542
712219,32413
712220,25251
712221,31888
712222,28736
712223,25177
712224,34634
712225,19258
712226,35295
712227,32181
712228,23457
712229,21860
712230,18585
712231,22948
712232,33988
712233,29036
712234,28655
712235,22791
712236,21186
712237,34328
712238,32133
712239,34460
712240,37811
712241,56123
712242,36885
712243,37906
712244,37731
712245,37313
712246,32331
712247,35062
712248,39056
712249,34855
712250,29555
712251,33309
712252,37313
712253,30303
712254,28758
712255,31020
712256,33192
712257,26554
712258,39324
712259,37240
712260,33296
712261,27973
712262,19912
712263,27731
712264,19707
712265,34208
712266,28420
712267,34978
712268,39573
712269,41164
712270,36386
712271,34102
712272,29398
712273,31508
712274,23785
712275,29121
712276,20851
712277,24519
712278,30343
712279,21434
712280,38576
712281,31418
712282,40355
712283,33500
712284,35105
712285,24451
712286,39574
712287,40020
712288,38697
712289,24349
712290,32989
712291,36885
712292,27177
712293,25135
712294,27722
712295,22110
712296,40971
712297,41837
712298,35137
712299,35995
712300,40158
712301,36256
712302,31333
712303,38898
712304,26648
712305,39516
712306,41604
712307,30256
712308,28189
712309,30755
712310,30462
712311,12684
712312,29259
712313,35827
712314,26916
712315,23988
712316,31210
712317,18154
712318,16489
712319,19781
712320,19573
712321,3789
712322,1708
712323,11566
712324,8223
712325,154
712326,4063
712327,28432
712328,3318
712329,1729
712330,1231
712331,14619
712332,6922
712333,4020
712334,22293
712335,3263
712336,9450
712337,40314
712338,48166
712339,19928
712340,2337
712341,251
712342,7314
712343,15326
712344,23614
712345,8561
712346,11153
712347,17480
712348,23534
712349,25480
712350,39626
712351,18338
712352,19879
712353,32163
712354,25193
712355,356
712356,7232
712357,32865
712358,5010
712359,6312
712360,14808
712361,21393
712362,7449
712363,19228
712364,37089
712365,35394
712366,32220
712367,30817
712368,31347
712369,21000
712370,24243
712371,10929
712372,15809
712373,3997
712374,19540
712375,6943
712376,27162
712377,35403
712378,32730
712379,33009
712380,36355
712381,30227
712382,35843
712383,32202
712384,34781
712385,32365
712386,34328
712387,35583
712388,47261
712389,36773
712390,32021
712391,32562
712392,37971
712393,35838
712394,43526
712395,28977
712396,25939
712397,4146
712398,2561
712399,29924
712400,14715
712401,29670
712402,15062
712403,34078
712404,36370
712405,28316
712406,7176
712407,19355
712408,24370
712409,40527
712410,23316
712411,11638
712412,18360
712413,32478
712414,19997
712415,13392
712416,1161
712417,3866
712418,26966
712419,355
712420,13256
712421,39926
712422,34726
712423,38462
712424,37654
712425,34273
712426,34766
712427,41577
712428,25629
712429,15724
712430,31988
712431,39158
712432,34756
712433,33260
712434,41041
712435,38366
712436,38650
712437,33723
712438,29892
712439,26391
712440,31565
712441,10739
712442,38816
712443,16458
712444,33864
712445,41958
712446,33785
712447,31089
712448,21270
712449,18379
712450,28842
712451,7477
712452,37975
712453,33621
712454,30210
712455,27798
712456,31370
712457,6501
712458,10653
712459,27820
712460,4961
712461,5898
712462,4480
712463,23049
712464,28532
712465,40833
712466,14836
712467,4411
712468,42729
712469,32847
712470,10642
712471,46207
712472,26006
712473,35648
712474,33336
712475,34004
712476,38871
712477,25110
712478,25565
712479,2528
712480,3133
712481,38662
712482,12472
712483,5799
712484,2715
712485,26116
712486,10182
712487,34768
712488,39850
712489,2399
712490,11702
712491,33876
712492,6922
712493,10046
712494,348
712495,15969
712496,44298
712497,31826
712498,33997
712499,24762
712500,13687
712501,36556
712502,34160
712503,26661
712504,1425
712505,5976
712506,14983
712507,18820
712508,33897
712509,5470
712510,28063
712511,35219
712512,30059
712513,13775
712514,1992
712515,16865
712516,30293
712517,9357
712518,15093
712519,327
712520,2611
712521,28070
712522,17802
712523,30285
712524,5463
712525,38380
712526,22338
712527,20912
712528,5401
712529,8692
712530,11732
712531,13436
712532,29559
712533,1629
712534,29392
712535,19017
712536,26891
712537,12316
712538,14514
712539,1770
712540,1462
712541,10376
712542,30010
712543,27366
712544,16014
712545,20773
712546,31105
712547,14826
712548,6693
712549,9219
712550,18646
712551,24173
712552,21907
712553,12491
712554,18474
712555,1465
712556,8309
712557,4451
712558,38618
712559,40224
712560,38374
712561,39376
712562,26080
712563,26845
712564,24513
712565,35244
712566,47030
712567,6585
712568,28862
712569,28174
712570,29939
712571,31219
712572,14925
712573,26159
712574,38454
712575,43303
712576,35941
712577,34396
712578,21868
712579,6004
712580,13655
712581,2646
712582,414
712583,3651
712584,16109
712585,2864
712586,39844
712587,37992
712588,41132
712589,34885
712590,33735
712591,21035
712592,7900
712593,24745
712594,17563
712595,36981
712596,38553
712597,36289
712598,40128
712599,34553
712600,37868
712601,35601
712602,35355
712603,19801
712604,38805
712605,42556
712606,32721
712607,39842
712608,38088
712609,36082
712610,36505
712611,27595
712612,25687
712613,41441
712614,31908
712615,30804
712616,25987
712617,36423
712618,37753
712619,34470
712620,27411
712621,33176
712622,28594
712623,28442
712624,36577
712625,35875
712626,30539
712627,26908
712628,34063
712629,31239
712630,29727
712631,31733
712632,29738
712633,28962
712634,31289
712635,32759
712636,34956
712637,30884
712638,38358
712639,43436
712640,31043
712641,34418
712642,31193
712643,45228
712644,25963
712645,35618
712646,27638
712647,25923
712648,25860
712649,33346
712650,26317
712651,27158
712652,32898
712653,27049
712654,27834
712655,26970
712656,26776
712657,24975
712658,28583
712659,25995
712660,30331
712661,25271
712662,26408
712663,26043
712664,29950
712665,27669
712666,29601
712667,35727
712668,33801
712669,31222
712670,31168
712671,29207
712672,27378
712673,33054
712674,30588
712675,30102
712676,36789
712677,24277
712678,26654
712679,15579
712680,4709
712681,4988
712682,3960
712683,23102
712684,20576
712685,3345
712686,13316
712687,8815
712688,4348
712689,5107
712690,3599
712691,15752
712692,1163
712693,12349
712694,3001
712695,22655
712696,8636
712697,7066
712698,31898
712699,10540
712700,1346
712701,11328
712702,28131
712703,26555
712704,24019
712705,26692
712706,30865
712707,26075
712708,26283
712709,25037
712710,34720
712711,27315
712712,34999
712713,36796
712714,30838
712715,18240
712716,35518
712717,9517
712718,6327
712719,18097
712720,9146
712721,10476
712722,3966
712723,39180
712724,32197
712725,33897
712726,47007
712727,35507
712728,32181
712729,28302
712730,4756
712731,32803
712732,1894
712733,29485
712734,23069
712735,16693
712736,34059
712737,32346
712738,5448
712739,24563
712740,39647
712741,41727
712742,29539
712743,25342
712744,9769
712745,16226
712746,24949
712747,17411
712748,5021
712749,2209
712750,17260
712751,25566
712752,14201
712753,4331
712754,392
712755,12720
712756,1943
712757,22032
712758,31031
712759,38339
712760,31745
712761,32666
712762,26774
712763,24696
712764,34342
712765,13808
712766,19324
712767,27766
712768,2469
712769,39431
712770,28488
712771,36067
712772,41226
712773,32039
712774,33424
712775,14485
712776,13961
712777,12285
712778,2133
712779,38503
712780,8755
712781,9336
712782,35253
712783,40431
712784,37388
712785,37655
712786,29176
712787,16489
712788,3984
712789,9251
712790,9288
712791,19081
712792,37619
712793,17126
712794,29825
712795,35135
712796,22359
712797,32675
712798,7573
712799,19784
712800,20581
712801,6729
712802,23571
712803,24332
712804,21057
712805,15382
712806,29857
712807,14694
712808,12496
712809,15916
712810,15202
712811,36462
712812,46109
712813,24057
712814,8631
712815,17515
712816,18227
712817,20854
712818,4941
712819,8158
712820,7358
712821,3290
712822,1608
712823,35704
712824,31140
712825,34005
712826,15831
712827,31461
712828,28836
712829,18475
712830,34651
712831,27713
712832,2227
712833,37879
712834,19947
712835,2243
712836,9703
712837,16518
712838,9214
712839,27211
712840,28370
712841,30270
712842,30942
712843,29182
712844,27211
712845,30999
712846,31016
712847,34861
712848,33027
712849,30905
712850,27843
712851,30096
712852,31428
712853,27850
712854,29864
712855,25980
712856,11633
712857,18947
712858,34408
712859,34384
712860,10864
712861,35119
712862,31321
712863,24889
712864,21161
712865,12471
712866,11829
712867,7844
712868,2818
712869,33147
712870,9332
712871,32757
712872,11151
712873,27682
712874,14710
712875,10520
712876,9076
712877,34579
712878,31546
712879,30294
712880,34019
712881,35153
712882,52100
712883,38699
712884,32727
712885,33436
712886,36139
712887,13493
712888,19329
712889,4185
712890,34937
712891,34910
712892,36850
712893,31491
712894,26993
712895,3821
712896,3233
712897,30211
712898,20919
712899,31429
712900,13590
712901,25346
712902,36962
712903,25188
712904,19625
712905,14044
